"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"21231","0","10","70","0","2023","4","",446,5318,5365,5319,51046647,4399321,35262,736,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,5.2,-116,-2.1,12,0.2,-73,-1.4,443484,0.9,-1870715,-29.8,-60361,-63.1,14,1.9
"21231","1","10","71","0","2023","4","",4,36,38,34,512914,0,0,1096,"",1.75,0.35,0.37,0.33,0.39,0.00,0.00,1.12,"",0,0.0,2,5.9,3,8.6,-5,-12.8,-64743,-11.2,0,0.0,0,0.0,-138,-11.2
"21231","2","10","71","0","2023","4","",27,169,169,170,2218532,0,0,1008,"",10.04,1.04,1.03,1.04,1.37,0.00,0.00,1.32,"",4,17.4,14,9.0,14,9.0,15,9.7,376994,20.5,0,0.0,0,0.0,94,10.3
"21231","3","10","71","0","2023","4","",16,886,911,884,7943802,101567,228,684,"",2.50,1.75,1.78,1.75,1.89,1.06,1.15,1.08,"",0,0.0,35,4.1,52,6.1,38,4.5,559878,7.6,85316,525.0,64,39.0,17,2.5
"21231","5","10","71","0","2023","4","",399,4227,4247,4231,40371399,4297754,35034,733,"",0.92,0.93,0.93,0.93,0.92,1.01,1.00,0.99,"",18,4.7,-167,-3.8,-57,-1.3,-121,-2.8,-428645,-1.1,-1956031,-31.3,-60425,-63.3,12,1.7
"21233","0","10","70","0","2023","4","",291,2751,2782,2804,34287683,2815176,27742,949,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,3.9,131,5.0,126,4.7,143,5.4,2353063,7.4,-473827,-14.4,-27592,-49.9,20,2.2
"21233","1","10","71","0","2023","4","",8,37,38,38,484112,0,0,989,"",5.35,0.70,0.71,0.71,0.55,0.00,0.00,0.78,"",-1,-11.1,1,2.8,-3,-7.3,-4,-9.5,-60765,-11.2,0,0.0,0,0.0,-68,-6.4
"21233","2","10","71","0","2023","4","",13,65,63,66,800810,0,0,953,"",7.41,0.77,0.74,0.77,0.73,0.00,0.00,0.97,"",3,30.0,7,12.1,7,12.5,8,13.8,126017,18.7,-1278,-100.0,-29,-100.0,48,5.3
"21233","3","10","71","0","2023","4","",12,574,590,582,5246101,1754,4,693,"",2.88,2.19,2.22,2.18,1.86,0.03,0.03,0.85,"",0,0.0,0,0.0,4,0.7,-7,-1.2,120086,2.3,-3177,-64.4,-12,-75.0,17,2.5
"21233","5","10","71","0","2023","4","",258,2075,2091,2118,27756660,2813422,27738,1019,"",0.91,0.88,0.88,0.88,0.94,1.03,1.01,1.07,"",9,3.6,123,6.3,118,6.0,146,7.4,2167725,8.5,-469372,-14.3,-27551,-49.8,18,1.8
"21235","0","10","70","0","2023","4","",1018,14241,14153,14297,160364599,12592979,91463,867,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",59,6.2,263,1.9,238,1.7,622,4.5,8332378,5.5,-846768,-6.3,-130828,-58.9,23,2.7
"21235","1","10","71","0","2023","4","",9,93,96,95,1458402,0,0,1185,"",1.72,0.34,0.35,0.35,0.36,0.00,0.00,1.03,"",0,0.0,2,2.2,2,2.1,-1,-1.0,-26680,-1.8,0,0.0,0,0.0,-35,-2.9
"21235","2","10","71","0","2023","4","",26,194,195,194,2546631,0,0,1008,"",4.23,0.44,0.45,0.44,0.50,0.00,0.00,1.12,"",3,13.0,8,4.3,13,7.1,11,6.0,447475,21.3,0,0.0,0,0.0,129,14.7
"21235","3","10","71","0","2023","4","",20,2170,2080,2177,19687288,70904,160,707,"",1.37,1.60,1.54,1.60,1.49,0.26,0.31,0.95,"",0,0.0,63,3.0,-44,-2.1,47,2.2,964836,5.2,-414,-0.6,-504,-75.9,28,4.1
"21235","5","10","71","0","2023","4","",963,11784,11782,11831,136672278,12522075,91303,891,"",0.97,0.97,0.97,0.97,0.99,1.03,1.01,1.02,"",56,6.2,190,1.6,267,2.3,565,5.0,6946747,5.4,-846354,-6.3,-130324,-58.8,20,2.3
"21237","0","10","70","0","2023","4","",190,1564,1534,1513,14609421,1932367,18415,731,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,10.5,-18,-1.1,-24,-1.5,-48,-3.1,-711883,-4.6,-38736,-2.0,-10645,-36.6,-21,-2.8
"21237","1","10","71","0","2023","4","",3,22,21,20,284043,0,0,1040,"",3.07,0.73,0.71,0.69,0.76,0.00,0.00,1.07,"",0,0.0,2,10.0,4,23.5,1,5.3,-1366,-0.5,0,0.0,0,0.0,-136,-11.6
"21237","2","10","71","0","2023","4","",14,62,61,60,789603,0,0,996,"",12.22,1.29,1.29,1.29,1.70,0.00,0.00,1.32,"",1,7.7,9,17.0,7,13.0,5,9.1,155659,24.6,0,0.0,0,0.0,93,10.3
"21237","3","10","71","0","2023","4","",7,342,343,352,3270374,21403,48,728,"",2.57,2.30,2.34,2.44,2.72,0.51,0.46,1.15,"",0,0.0,-18,-5.0,-17,-4.7,-9,-2.5,57947,1.8,14290,200.9,-1,-2.0,42,6.1
"21237","5","10","71","0","2023","4","",166,1138,1109,1081,10265401,1910964,18367,712,"",0.90,0.85,0.85,0.84,0.82,1.02,1.00,0.97,"",17,11.4,-11,-1.0,-18,-1.6,-45,-4.0,-924123,-8.3,-53026,-2.7,-10644,-36.7,-47,-6.2
"21239","0","10","70","0","2023","4","",1046,10002,9955,9851,133448422,11042018,101567,1033,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",75,7.7,275,2.8,355,3.7,349,3.7,6975338,5.5,-321677,-2.8,-107506,-51.4,21,2.1
"21239","1","10","71","0","2023","4","",3,50,42,51,620699,0,0,1002,"",0.56,0.26,0.22,0.27,0.18,0.00,0.00,0.73,"",0,0.0,1,2.0,0,0.0,4,8.5,-47450,-7.1,0,0.0,0,0.0,-115,-10.3
"21239","2","10","71","0","2023","4","",25,401,406,399,6344121,0,0,1214,"",3.96,1.31,1.33,1.32,1.50,0.00,0.00,1.14,"",3,13.6,28,7.5,30,8.0,26,7.0,481032,8.2,0,0.0,0,0.0,8,0.7
"21239","3","10","71","0","2023","4","",13,1170,1186,1201,11912999,46154,104,773,"",0.87,1.23,1.25,1.28,1.09,0.19,0.18,0.87,"",0,0.0,-10,-0.8,-4,-0.3,12,1.0,1020240,9.4,-15383,-25.0,-245,-70.2,67,9.5
"21239","5","10","71","0","2023","4","",1005,8381,8321,8200,114570603,10995864,101463,1062,"",0.99,0.98,0.98,0.97,1.00,1.03,1.01,1.02,"",72,7.7,256,3.2,329,4.1,307,3.9,5521516,5.1,-306294,-2.7,-107261,-51.4,14,1.3
"21999","0","10","70","0","2023","4","",4902,38073,38011,37909,767162826,48447923,692216,1553,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-438,-8.2,4399,13.1,4193,12.4,4451,13.3,88922998,13.1,-5210171,-9.7,-399099,-36.6,3,0.2
"21999","1","10","71","0","2023","4","",71,1257,1288,1305,30985993,0,0,1857,"",2.82,1.72,1.77,1.79,1.58,0.00,0.00,0.90,"",4,6.0,229,22.3,241,23.0,222,20.5,5114482,19.8,0,0.0,0,0.0,-34,-1.8
"21999","2","10","71","0","2023","4","N",25,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",17,212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21999","3","10","71","0","2023","4","N",2,0,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21999","5","10","71","0","2023","4","",4804,35843,35746,35626,721688286,48447923,692216,1553,"",1.01,1.10,1.10,1.10,1.09,1.03,1.01,0.99,"",-459,-8.7,3572,11.1,3350,10.3,3628,11.3,74100666,11.4,-5210171,-9.7,-399099,-36.6,7,0.5
"22000","0","10","50","0","2023","4","",153991,1911965,1916484,1914610,29704816524,1515162915,21581885,1194,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2799,1.9,23878,1.3,21382,1.1,23787,1.3,1848862995,6.6,-75982063,-4.8,-1135791,-5.0,61,5.4
"22000","1","10","51","0","2023","4","",1032,32395,32531,32782,705673421,0,0,1667,"",1.30,0.88,0.89,0.89,0.93,0.00,0.00,1.05,"",15,1.5,973,3.1,843,2.7,804,2.5,64581960,10.1,0,0.0,0,0.0,111,7.1
"22000","2","10","51","0","2023","4","",1349,75527,76037,76576,1292124817,165744,1073,1307,"",1.45,1.29,1.29,1.30,1.37,0.01,0.03,1.06,"",-20,-1.5,2103,2.9,1961,2.6,1623,2.2,87790360,7.3,-16612,-9.1,2,0.2,58,4.6
"22000","3","10","51","0","2023","4","",3404,197256,198170,195316,2596288754,5693332,51286,1014,"",1.54,1.09,1.08,1.07,1.06,0.17,0.42,0.98,"",-7,-0.2,3400,1.8,3231,1.7,3138,1.6,187908146,7.8,-43473,-0.8,-7394,-12.6,57,6.0
"22000","5","10","51","0","2023","4","",148206,1606787,1609746,1609936,25110729532,1509303839,21529526,1201,"",0.99,0.98,0.98,0.98,0.98,1.03,1.00,1.00,"",2811,1.9,17402,1.1,15347,1.0,18222,1.1,1508582529,6.4,-75921978,-4.8,-1128399,-5.0,60,5.3
"22000","8","10","96","0","2023","4","",5785,305178,306738,304674,4594086992,5859076,52359,1157,"",1.47,1.10,1.10,1.10,1.11,0.12,0.34,1.01,"",-12,-0.2,6476,2.2,6035,2.0,5565,1.9,340280466,8.0,-60085,-1.0,-7392,-12.4,64,5.9
"22001","0","10","70","0","2023","4","",1458,14329,14306,14377,170327514,10355169,142750,914,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",31,2.2,-232,-1.6,-274,-1.9,-250,-1.7,8554904,5.3,-1104292,-9.6,-26206,-15.5,61,7.2
"22001","1","10","71","0","2023","4","",12,92,91,99,1483911,0,0,1214,"",1.60,0.33,0.33,0.36,0.34,0.00,0.00,1.00,"",0,0.0,1,1.1,1,1.1,1,1.0,80278,5.7,0,0.0,0,0.0,53,4.6
"22001","2","10","71","0","2023","4","",16,484,490,506,6314999,0,0,985,"",1.82,1.10,1.11,1.15,1.17,0.00,0.00,1.04,"",0,0.0,6,1.3,7,1.4,13,2.6,260320,4.3,0,0.0,0,0.0,24,2.5
"22001","3","10","71","0","2023","4","",67,2093,2078,2088,23338895,9549,23,861,"",3.21,1.54,1.52,1.53,1.67,0.04,0.03,1.09,"",2,3.1,22,1.1,-19,-0.9,0,0.0,2013341,9.4,4275,81.1,-2,-8.0,74,9.4
"22001","5","10","71","0","2023","4","",1363,11660,11647,11684,139189709,10345620,142727,918,"",0.96,0.95,0.95,0.95,0.95,1.03,1.01,1.00,"",29,2.2,-261,-2.2,-263,-2.2,-264,-2.2,6200965,4.7,-1108567,-9.7,-26204,-15.5,60,7.0
"22003","0","10","70","0","2023","4","",445,7366,7369,7420,93090238,2945099,35634,970,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,-60,-0.8,-6,-0.1,-7,-0.1,1660638,1.8,-489520,-14.3,-7630,-17.6,21,2.2
"22003","1","10","71","0","2023","4","",13,538,535,543,13736639,0,0,1962,"",5.69,3.81,3.79,3.81,5.79,0.00,0.00,1.52,"",0,0.0,11,2.1,-8,-1.5,8,1.5,1248575,10.0,0,0.0,0,0.0,166,9.2
"22003","2","10","71","0","2023","4","",15,324,328,354,5284746,0,0,1212,"",5.59,1.43,1.45,1.55,1.79,0.00,0.00,1.21,"",-1,-6.2,0,0.0,-2,-0.6,25,7.6,449099,9.3,0,0.0,0,0.0,77,6.8
"22003","3","10","71","0","2023","4","",43,2885,2874,2863,32352454,25730,97,866,"",6.74,4.12,4.09,4.05,4.23,0.40,0.48,1.03,"",-1,-2.3,14,0.5,6,0.2,-20,-0.7,2229674,7.4,-1430,-5.3,3,3.2,60,7.4
"22003","5","10","71","0","2023","4","",374,3619,3632,3660,41716399,2919369,35537,882,"",0.86,0.57,0.58,0.58,0.52,1.03,1.00,0.90,"",3,0.8,-85,-2.3,-2,-0.1,-20,-0.5,-2266710,-5.2,-488090,-14.3,-7633,-17.7,-39,-4.2
"22005","0","10","70","0","2023","4","",3847,50850,50090,49880,894731174,54104607,986703,1369,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",164,4.5,1142,2.3,1027,2.1,1812,3.8,73454581,8.9,110276,0.2,16016,1.6,78,6.0
"22005","1","10","71","0","2023","4","",13,177,166,176,2643175,0,0,1175,"",0.66,0.18,0.17,0.18,0.12,0.00,0.00,0.65,"",0,0.0,8,4.7,-7,-4.0,-1,-0.6,79707,3.1,0,0.0,0,0.0,35,3.1
"22005","2","10","71","0","2023","4","",13,211,208,214,3667934,0,0,1337,"",0.56,0.14,0.14,0.14,0.13,0.00,0.00,0.94,"",1,8.3,-13,-5.8,-11,-5.0,-7,-3.2,250165,7.3,0,0.0,0,0.0,149,12.5
"22005","3","10","71","0","2023","4","",74,5269,5301,5150,72685011,62327,161,1067,"",1.34,1.09,1.11,1.08,0.99,0.05,0.03,0.90,"",1,1.4,131,2.5,129,2.5,153,3.1,5858408,8.8,-16597,-21.0,-1,-0.6,60,6.0
"22005","5","10","71","0","2023","4","",3747,45193,44415,44340,815735054,54042280,986542,1405,"",1.00,1.04,1.04,1.04,1.06,1.03,1.01,1.02,"",162,4.5,1016,2.3,916,2.1,1667,3.9,67266301,9.0,126873,0.2,16017,1.7,80,6.0
"22007","0","10","70","0","2023","4","",326,3876,3841,3840,58194899,3575763,54425,1162,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.2,149,4.0,107,2.9,148,4.0,5779532,11.0,711597,24.8,9877,22.2,77,7.1
"22007","1","10","71","0","2023","4","",6,25,29,29,399087,0,0,1110,"",3.58,0.34,0.39,0.39,0.27,0.00,0.00,0.72,"",0,0.0,-3,-10.7,0,0.0,0,0.0,9803,2.5,0,0.0,0,0.0,65,6.2
"22007","2","10","71","0","2023","4","",6,29,29,29,350387,0,0,929,"",3.05,0.24,0.25,0.25,0.19,0.00,0.00,0.77,"",0,0.0,4,16.0,1,3.6,0,0.0,40659,13.1,0,0.0,0,0.0,57,6.5
"22007","3","10","71","0","2023","4","",18,811,822,811,8951469,0,0,845,"",3.85,2.20,2.24,2.22,1.87,0.00,0.00,0.84,"",-1,-5.3,7,0.9,3,0.4,1,0.1,729871,8.9,0,0.0,0,0.0,65,8.3
"22007","5","10","71","0","2023","4","",296,3011,2961,2971,48493956,3575763,54425,1251,"",0.93,0.91,0.90,0.91,0.97,1.03,1.01,1.07,"",8,2.8,141,4.9,103,3.6,147,5.2,4999199,11.5,711597,24.8,9877,22.2,77,6.6
"22009","0","10","70","0","2023","4","",915,9705,9556,9572,104172187,5877401,68562,834,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,1.9,279,3.0,123,1.3,69,0.7,7306485,7.5,-531648,-8.3,-15213,-18.2,46,5.8
"22009","1","10","71","0","2023","4","",17,79,76,78,1158198,0,0,1147,"",3.62,0.42,0.42,0.42,0.44,0.00,0.00,1.03,"",0,0.0,3,3.9,4,5.6,0,0.0,64810,5.9,0,0.0,0,0.0,31,2.8
"22009","2","10","71","0","2023","4","",22,621,642,641,9697817,6000,90,1175,"",3.99,2.08,2.19,2.18,2.93,0.09,0.87,1.36,"",0,0.0,55,9.7,68,11.8,53,9.0,898957,10.2,2881,92.4,43,91.5,0,0.0
"22009","3","10","71","0","2023","4","",65,2234,2239,2278,23591260,45992,421,806,"",4.96,2.42,2.46,2.50,2.76,0.36,1.09,1.12,"",0,0.0,5,0.2,25,1.1,27,1.2,1619311,7.4,2050,4.7,57,15.7,49,6.5
"22009","5","10","71","0","2023","4","",811,6771,6599,6575,69724912,5825409,68051,807,"",0.91,0.82,0.81,0.80,0.78,1.03,1.00,0.96,"",17,2.1,216,3.3,26,0.4,-11,-0.2,4723407,7.3,-536579,-8.4,-15313,-18.4,46,6.0
"22011","0","10","70","0","2023","4","",851,9540,9566,9092,118368115,9024699,153597,969,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,2.9,709,8.0,698,7.9,461,5.3,11756071,11.0,2553768,39.5,68351,80.2,35,3.7
"22011","1","10","71","0","2023","4","",10,63,65,69,1071873,0,0,1256,"",2.29,0.34,0.35,0.40,0.36,0.00,0.00,0.97,"",0,0.0,-1,-1.6,2,3.2,1,1.5,93713,9.6,0,0.0,0,0.0,98,8.5
"22011","2","10","71","0","2023","4","",11,73,74,79,1126908,0,0,1151,"",2.14,0.25,0.25,0.28,0.30,0.00,0.00,1.15,"",0,0.0,-5,-6.4,-7,-8.6,-5,-6.0,-21902,-1.9,0,0.0,0,0.0,60,5.5
"22011","3","10","71","0","2023","4","",52,2039,2029,1606,19507417,83998,412,793,"",4.26,2.25,2.22,1.86,2.01,0.43,0.48,0.95,"",0,0.0,417,25.7,410,25.3,181,12.7,1961883,11.2,-34389,-29.0,-347,-45.7,-75,-8.6
"22011","5","10","71","0","2023","4","",778,7365,7398,7338,96661917,8940701,153185,1009,"",0.94,0.90,0.90,0.94,0.95,1.02,1.00,1.03,"",24,3.2,298,4.2,293,4.1,284,4.0,9722377,11.2,2588157,40.7,68698,81.3,64,6.8
"22013","0","10","70","0","2023","4","",314,3618,3664,3708,47751778,2881264,40478,1003,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.3,-168,-4.4,-137,-3.6,-96,-2.5,3835698,8.7,-60566,-2.1,-8417,-17.2,113,12.7
"22013","1","10","71","0","2023","4","",9,40,38,37,571218,0,0,1146,"",5.58,0.58,0.54,0.52,0.47,0.00,0.00,0.86,"",1,12.5,-1,-2.4,-1,-2.6,-2,-5.1,-9360,-1.6,0,0.0,0,0.0,20,1.8
"22013","2","10","71","0","2023","4","",6,42,42,42,597344,0,0,1094,"",3.17,0.38,0.37,0.37,0.39,0.00,0.00,1.05,"",1,20.0,2,5.0,2,5.0,2,5.0,84589,16.5,0,0.0,0,0.0,108,11.0
"22013","3","10","71","0","2023","4","",27,699,707,711,9456608,54784,348,1031,"",6.00,2.03,2.02,2.01,2.41,0.88,1.52,1.19,"",-1,-3.6,4,0.6,-2,-0.3,6,0.9,1314694,16.1,-10427,-16.0,-573,-62.2,140,15.7
"22013","5","10","71","0","2023","4","",272,2837,2877,2918,37126608,2826480,40130,993,"",0.89,0.92,0.92,0.92,0.90,1.01,1.00,0.98,"",-2,-0.7,-173,-5.7,-136,-4.5,-102,-3.4,2445775,7.1,-50139,-1.7,-7844,-16.4,108,12.2
"22015","0","10","70","0","2023","4","",3567,44569,44521,43871,587898531,32592135,377007,1020,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",81,2.3,-455,-1.0,-711,-1.6,-692,-1.6,25214877,4.5,-4230825,-11.5,-96704,-20.4,57,5.9
"22015","1","10","71","0","2023","4","",38,1856,1873,1873,33967372,0,0,1399,"",2.07,2.17,2.20,2.22,2.27,0.00,0.00,1.03,"",0,0.0,30,1.6,25,1.4,19,1.0,2502851,8.0,0,0.0,0,0.0,85,6.5
"22015","2","10","71","0","2023","4","",24,940,963,972,14736981,0,0,1183,"",1.12,0.69,0.70,0.72,0.79,0.00,0.00,1.12,"",1,4.3,48,5.4,61,6.8,59,6.5,1395763,10.5,-7166,-100.0,-123,-100.0,46,4.0
"22015","3","10","71","0","2023","4","",56,5489,5563,5040,66356741,64606,322,952,"",1.10,1.30,1.31,1.21,1.37,0.09,0.15,1.08,"",0,0.0,82,1.5,23,0.4,105,2.1,130541,0.2,9346,16.9,-545,-62.9,-10,-1.0
"22015","5","10","71","0","2023","4","",3449,36284,36122,35986,472837437,32527529,376685,1007,"",0.99,0.95,0.95,0.96,0.93,1.03,1.01,0.98,"",80,2.4,-615,-1.7,-820,-2.2,-875,-2.4,21185722,4.7,-4233005,-11.5,-96036,-20.3,65,6.9
"22017","0","10","70","0","2023","4","",7905,108146,109191,109426,1605041704,77262064,1014868,1134,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.1,517,0.5,581,0.5,969,0.9,45789702,2.9,-4300316,-5.3,-82649,-7.5,26,2.3
"22017","1","10","71","0","2023","4","",42,3091,3118,3157,69917333,0,0,1723,"",1.03,1.49,1.49,1.50,1.71,0.00,0.00,1.14,"",3,7.7,177,6.1,149,5.0,121,4.0,8843789,14.5,0,0.0,0,0.0,143,9.1
"22017","2","10","71","0","2023","4","",42,4237,4166,4198,101066505,0,0,1851,"",0.88,1.28,1.24,1.25,1.98,0.00,0.00,1.58,"",-3,-6.7,106,2.6,28,0.7,68,1.6,2480876,2.5,0,0.0,0,0.0,16,0.9
"22017","3","10","71","0","2023","4","",89,10146,10248,10162,136392979,200191,2817,1030,"",0.79,0.99,0.98,0.98,1.03,0.12,0.49,1.05,"",0,0.0,154,1.5,111,1.1,100,1.0,4646221,3.5,47800,31.4,1295,85.1,23,2.3
"22017","5","10","71","0","2023","4","",7732,90672,91659,91909,1297664887,77061873,1012051,1092,"",1.00,0.98,0.98,0.98,0.94,1.03,1.00,0.96,"",-5,-0.1,80,0.1,293,0.3,680,0.7,29818816,2.4,-4348116,-5.3,-83944,-7.7,21,2.0
"22019","0","10","70","0","2023","4","",6021,88090,88031,87887,1407559538,69700782,961413,1230,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",157,2.7,-759,-0.9,-758,-0.9,-210,-0.2,1790964,0.1,-6733742,-8.8,-188719,-16.4,9,0.7
"22019","1","10","71","0","2023","4","",30,565,567,578,12168609,0,0,1642,"",0.97,0.33,0.34,0.34,0.34,0.00,0.00,1.00,"",1,3.4,15,2.7,29,5.4,28,5.1,1200932,10.9,0,0.0,0,0.0,97,6.3
"22019","2","10","71","0","2023","4","",36,1940,1952,1973,29050157,7700,59,1143,"",0.99,0.72,0.72,0.73,0.65,0.01,0.04,0.90,"",-3,-7.7,49,2.6,36,1.9,41,2.1,1451190,5.3,-13832,-64.2,-189,-76.2,33,3.0
"22019","3","10","71","0","2023","4","",86,10555,10593,10563,159789648,174366,1382,1163,"",1.00,1.26,1.26,1.26,1.38,0.12,0.25,1.10,"",-1,-1.1,368,3.6,199,1.9,482,4.8,15896895,11.0,-71516,-29.1,-312,-18.4,80,7.4
"22019","5","10","71","0","2023","4","",5869,75030,74919,74773,1206551124,69518716,959972,1239,"",1.00,1.00,1.00,1.00,1.00,1.03,1.01,1.00,"",160,2.8,-1191,-1.6,-1022,-1.3,-761,-1.0,-16758053,-1.4,-6648394,-8.7,-188218,-16.4,-1,-0.1
"22021","0","10","70","0","2023","4","",232,2213,2242,2262,25229194,1850368,26294,867,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,3.6,43,2.0,35,1.6,7,0.3,1215608,5.1,394492,27.1,9214,53.9,31,3.7
"22021","1","10","71","0","2023","4","",6,26,24,26,411036,0,0,1248,"",5.04,0.61,0.56,0.60,0.64,0.00,0.00,1.08,"",0,0.0,4,18.2,-1,-4.0,1,4.0,67176,19.5,0,0.0,0,0.0,146,13.2
"22021","2","10","71","0","2023","4","",11,47,47,47,686354,0,0,1123,"",7.86,0.69,0.68,0.68,0.86,0.00,0.00,1.25,"",1,10.0,6,14.6,6,14.6,5,11.9,126512,22.6,0,0.0,0,0.0,81,7.8
"22021","3","10","71","0","2023","4","",25,555,559,566,4288910,1300,1,589,"",7.52,2.64,2.61,2.63,2.07,0.03,0.01,0.79,"",0,0.0,7,1.3,8,1.5,12,2.2,-32472,-0.8,-100,-7.1,0,0.0,-14,-2.3
"22021","5","10","71","0","2023","4","",190,1585,1612,1623,19842894,1849068,26293,950,"",0.84,0.84,0.84,0.84,0.91,1.03,1.01,1.09,"",7,3.8,26,1.7,22,1.4,-11,-0.7,1054392,5.6,394592,27.1,9214,53.9,43,4.7
"22023","0","10","70","0","2023","4","",167,4379,4336,4243,105658400,5238952,132219,1882,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.6,60,1.4,195,4.7,214,5.3,8751450,9.0,464369,9.7,-3101,-2.3,91,5.1
"22023","1","10","71","0","2023","4","",5,11,11,11,234889,0,0,1643,"",5.83,0.13,0.13,0.14,0.09,0.00,0.00,0.66,"",0,0.0,-2,-15.4,-2,-15.4,-1,-8.3,-38061,-13.9,0,0.0,0,0.0,-15,-0.9
"22023","2","10","71","0","2023","4","",7,55,55,58,887266,1800,2,1219,"",6.95,0.41,0.41,0.45,0.26,0.03,0.01,0.63,"",0,0.0,5,10.0,4,7.8,6,11.5,99499,12.6,0,0.0,0,0.0,31,2.6
"22023","3","10","71","0","2023","4","",16,627,630,637,7962253,15503,336,970,"",6.69,1.51,1.52,1.58,0.92,0.14,0.45,0.60,"",0,0.0,-14,-2.2,-35,-5.3,-3,-0.5,290954,3.8,4790,44.7,79,30.7,60,6.6
"22023","5","10","71","0","2023","4","",139,3686,3640,3537,96573992,5221649,131881,2052,"",0.85,0.98,0.98,0.98,1.06,1.03,1.00,1.08,"",1,0.7,71,2.0,228,6.7,212,6.4,8399058,9.5,459579,9.7,-3180,-2.4,86,4.4
"22025","0","10","70","0","2023","4","",276,2274,2270,2257,22778422,1803139,32273,773,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,3.8,203,9.8,201,9.7,184,8.9,2403614,11.8,286935,18.9,3998,14.1,16,2.1
"22025","1","10","71","0","2023","4","",9,40,37,42,739909,0,0,1435,"",6.35,0.92,0.85,0.97,1.27,0.00,0.00,1.40,"",0,0.0,-2,-4.8,-3,-7.5,-6,-12.5,-6221,-0.8,0,0.0,0,0.0,111,8.4
"22025","2","10","71","0","2023","4","",8,49,50,50,747660,0,0,1158,"",4.81,0.70,0.72,0.72,1.03,0.00,0.00,1.45,"",-1,-11.1,-7,-12.5,-6,-10.7,-7,-12.3,-28287,-3.6,0,0.0,0,0.0,98,9.2
"22025","3","10","71","0","2023","4","",23,503,501,494,4496301,40925,769,693,"",5.82,2.33,2.31,2.30,2.40,1.05,4.22,1.04,"",0,0.0,32,6.8,21,4.4,15,3.1,647968,16.8,11450,38.8,231,42.9,72,11.6
"22025","5","10","71","0","2023","4","",236,1682,1682,1671,16794552,1762214,31504,770,"",0.88,0.87,0.87,0.87,0.86,1.01,0.98,0.99,"",11,4.9,180,12.0,189,12.7,182,12.2,1790154,11.9,275485,18.5,3767,13.6,-2,-0.3
"22027","0","10","70","0","2023","4","",274,3022,3022,3048,37276007,1267078,15383,946,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-2.1,6,0.2,15,0.5,12,0.4,-456755,-1.2,-313405,-19.8,-4408,-22.3,-15,-1.6
